d32c3b87-56be-4764-875a-bd3dea40f11a,HaiTrieu,Haitrieu,html,latest,once,05:20:22,2022-10-01,a8b6fe9ec5d14611afb4c3cc9711e662,t,2022-10-01 14:20:34.739574+09,2022-10-01 14:20:34.739587+09
8eb6e105-da0a-4b02-8edd-9113abbc7da0,Shopee,Shopee,html_shopee,latest,once,11:41:06,2022-10-20,d51e417aa62c4721a2c1edbedf5364be,t,2022-10-20 20:41:32.785756+09,2022-10-27 23:54:45.248944+09
