9e8d05c5-071f-45d3-9fdc-36e13dbfe790,shopee parent page,xpath,/html/body/div[1]/div/div[2]/div/div/div[4]/div[2]/div/div[2]/div[60]/a/div/div,2022-10-23 01:25:52.812151+09,2022-10-23 02:27:09.589295+09
5492a068-c3d5-425e-8f44-88553114fe67,shopee child page,xpath,/html/body/div[1]/div/div[2]/div[1]/div/div/div/div[2]/div[2]/div[1]/div[1]/div/div[2],2022-10-23 01:26:07.245723+09,2022-10-23 02:27:13.087514+09
